 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasss
030815H,VERSEIDAG-SEEMEE UK LTD=======,121416,2,102,OPERATIONAL EQUIP-PURCHASE,06/08/2015,,Technical And Service Support,Fire & Rescue
800063781,*NPS (SHOES) LTD,14935,1,30.05,CLOTHING,06/08/2015,569.3,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,2,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,3,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,4,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,5,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,6,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,7,35,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,8,30.05,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,9,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,10,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,11,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,12,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,13,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,14,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,15,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,16,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,17,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,18,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
800063781,*NPS (SHOES) LTD,14935,19,29.45,CLOTHING,06/08/2015,,Operations Fire Stations,Clothing
030815H,BLIZZARD PROTECTION SYSTEMS LT,15/0476,1,275.98,GENERAL CONSUMABLES,06/08/2015,275.98,Procurement,Healthcare
141136,THAMES WATER UTILITIES LTD====,1587371098G,1,499.1,WATER & SEWERAGE RATES,06/08/2015,499.1,Technical And Service Support,Utilities
030815H,GREATER LONDON AUTHORITY======,1800004983,1,"24,432.81",GLA GROUP SHARED SERVICES,06/08/2015,"24,432.81",Legal & Democratic Services,Fire & Rescue
030815H,GREATER LONDON AUTHORITY======,1800004985,1,"48,819.84",GLA GROUP SHARED SERVICES,06/08/2015,"48,819.84",Legal & Democratic Services,Fire & Rescue
141137,ARTHUR J. GALLAGHER (UK),18683100,1,"12,801.18",PREMIUMS,06/08/2015,"17,068.24",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18683100,2,"4,267.06",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18683385,1,"365,620.50",INSURANCE PREMIUMS,06/08/2015,"729,333.00",Procurement,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18683385,2,"121,873.50",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18683385,3,"181,379.25",INSURANCE,06/08/2015,,Procurement,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18683385,4,"60,459.75",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718369,1,"19,032.24",INSURANCE PREMIUMS,06/08/2015,"26,576.32",Procurement,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718369,2,"6,344.08",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718369,3,900,CONTRACT HIRE,06/08/2015,,HR Development,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718369,4,300,PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718391,1,"4,173.56",INSURANCE PREMIUMS,06/08/2015,"5,564.75",Procurement,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18718391,2,"1,391.19",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18780431,1,"16,695.00",PREMIUMS,06/08/2015,"22,260.00",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18780431,2,"5,565.00",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),187806525,1,"15,900.00",PREMIUMS,06/08/2015,"21,200.00",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),187806525,2,"5,300.00",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18780971,1,"15,029.48",PREMIUMS,06/08/2015,"20,039.30",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18780971,2,"5,009.82",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18785897,1,"111,159.90",PREMIUMS,06/08/2015,"148,213.20",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18785897,2,"37,053.30",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786123,1,"1,047.81",PREMIUMS,06/08/2015,"1,397.08",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786123,2,349.27,PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786265,1,"110,634.35",PREMIUMS,06/08/2015,"147,512.46",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786265,2,"36,878.11",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786446,1,"86,718.60",PREMIUMS,06/08/2015,"289,062.00",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786446,2,"28,906.20",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786446,3,"130,077.90",PREMIUMS,06/08/2015,,Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786446,4,"43,359.30",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786732,1,"4,038.60",PREMIUMS,06/08/2015,"5,384.80",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18786732,2,"1,346.20",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18787855,1,"3,992.99",PREMIUMS,06/08/2015,"5,323.98",Central Finance,Consultancy
141137,ARTHUR J. GALLAGHER (UK),18787855,2,"1,330.99",PAYMENTS IN ADVANCE,06/08/2015,,Do not include,Consultancy
141137,MR QUINTIN FRASER,197159,1,975,COUNSELS FEES,06/08/2015,975,Compensation Budgets,Legal Services
310715M,ASPECTS=======================,215441,1,580,REFRESHMENTS,06/08/2015,580,Property PFI,Catering
141137,LONDON PENSIONS FUND AUTHORITY,220,1,"85,209.31",LOCAL GOVT PENSION SCHEME PAYM,06/08/2015,"85,209.31",Central Finance,Financial Services
141136,THAMES WATER UTILITIES LTD====,2406058171G,1,673.97,WATER & SEWERAGE RATES,06/08/2015,673.97,Technical And Service Support,Utilities
310715M,BERKELEY CATERING LIMITED,241941,1,724.1,DAY TO DAY MINOR IMPS,06/08/2015,724.1,Property PFI,Catering
141136,THAMES WATER UTILITIES LTD====,2426928469G,1,"1,676.56",WATER & SEWERAGE RATES,06/08/2015,"1,676.56",Technical And Service Support,Utilities
800063529,ADECCO UK LIMITED=============,27187691,1,"1,035.12",FRS STAFF AGENCY,06/08/2015,"1,035.12",Technical And Service Support,Human Resources
800063530,ADECCO UK LIMITED=============,27193978,1,"1,293.90",FRS STAFF AGENCY,06/08/2015,"1,293.90",Technical And Service Support,Human Resources
800063648,ADECCO UK LIMITED=============,27193992,1,900.2,FRS STAFF AGENCY,06/08/2015,900.2,National Operational Guidance Project,Human Resources
030815H,RS COMPONENTS LTD=============,280043824,1,154.8,OPERATIONAL EQUIP-PURCHASE,06/08/2015,375.16,Technical And Service Support,Building Constr Materials
030815H,RS COMPONENTS LTD=============,280043824,2,164.1,OPERATIONAL EQUIP-PURCHASE,06/08/2015,,Technical And Service Support,Building Constr Materials
030815H,RS COMPONENTS LTD=============,280043824,3,24.04,STATIONERY CONSUMABLES,06/08/2015,,Technical And Service Support,Building Constr Materials
030815H,RS COMPONENTS LTD=============,280043824,4,32.22,STATIONERY CONSUMABLES,06/08/2015,,Technical And Service Support,Building Constr Materials
030815H,BRISTOL UNIFORMS LTD==========,309198,1,766.38,CLOTHING,06/08/2015,766.38,Procurement,Clothing
030815H,BRISTOL UNIFORMS LTD==========,309199,1,"4,027.79",CLOTHING,06/08/2015,"4,027.79",Procurement,Clothing
030815H,BRISTOL UNIFORMS LTD==========,309200,1,"197,575.56",CLOTHING,06/08/2015,"197,575.56",Procurement,Clothing
310715M,EUROLOOS LTD,37731,1,"4,485.00",OPERATIONAL EQUIP-PURCHASE,06/08/2015,"4,485.00",Operations Non Fire Stations,Facilities & Management S
310715M,COMPUTACENTRE================,3780023393,1,"6,364.27",MAINTENANCE & SUPPORT,06/08/2015,"6,364.27",Information and Communication Technology,ICT
141136,THAMES WATER UTILITIES LTD====,4017462014G,1,476.82,WATER & SEWERAGE RATES,06/08/2015,476.82,Technical And Service Support,Utilities
141137,MR JACK FERRO=================,421677*,1,"2,000.00",COUNSELS FEES,06/08/2015,"2,000.00",Compensation Budgets,Legal Services
800064060,*GREENHAM TRADING LTD=========,5690340,1,14.75,HYGIENE,06/08/2015,321.56,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,2,6.84,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,3,24.7,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,4,185.96,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,5,21.62,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,6,21.62,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,7,21.62,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064060,*GREENHAM TRADING LTD=========,5690340,8,24.45,HYGIENE,06/08/2015,,Operations Fire Stations,Cleaning & Janitorial
800064100,*OCS GROUP UK LTD,5800013748,1,"2,298.45",REFRESHMENTS,06/08/2015,"2,298.45",EU Fired-Up Project,Catering
141136,THAMES WATER UTILITIES LTD====,5846539352G,1,259.65,WATER & SEWERAGE RATES,06/08/2015,259.65,Technical And Service Support,Utilities
310715M,CAPITA SECURE INFO SOLUTIONS,6060004718,1,225,RADIO,06/08/2015,525,Operations Fire Stations,ICT
310715M,CAPITA SECURE INFO SOLUTIONS,6060004718,2,300,RADIO,06/08/2015,,Operations Fire Stations,ICT
141136,THAMES WATER UTILITIES LTD====,6272027028G,1,"1,787.03",WATER & SEWERAGE RATES,06/08/2015,"1,787.03",Technical And Service Support,Utilities
290715M,AQA EDUCATION,75334,1,338,PROFESSIONAL DEVELOPMENT,06/08/2015,338,LIFE - LFB Funded,Education
200715M,BLUESKY SHAREPOINT CONSULTING,INV-1523,1,"8,500.00",CONSULTANTS,06/08/2015,"8,500.00",National Operational Guidance Project,Consultancy
310715M,CROSS SECTOR LEADERSHIP EXCH,LIF2015-0057,1,400,PROFESSIONAL DEVELOPMENT,06/08/2015,400,Community Safety Delivery,Human Resources
310715M,AIRSO=========================,OER1/15,1,432.5,PROFESSIONAL DEVELOPMENT,06/08/2015,432.5,Operational Procedures,Human Resources
310715M,RADIOCOMS SYSTEMS LIMITED=====,RSLSI15004434,1,"1,539.30",RADIO,06/08/2015,"1,696.95",Information and Communication Technology,ICT
310715M,RADIOCOMS SYSTEMS LIMITED=====,RSLSI15004434,2,157.65,RADIO,06/08/2015,,Information and Communication Technology,ICT
141137,VEOLIA WATER PROJECTS LTD=====,SI-15-0003494,1,"2,552.76",ELECTRICITY,06/08/2015,"2,552.76",Technical And Service Support,Utilities
800063216,*THOMAS KNEALE & CO LTD,TK110667,1,10.89,CLOTHING,06/08/2015,"1,088.22",Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,2,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,3,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,4,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,5,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,6,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,7,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,8,2.84,OFFICE FURNITURE,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,9,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,10,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,11,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,12,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,13,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,14,2.84,OFFICE FURNITURE,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,15,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,16,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,17,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,18,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,19,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,20,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,21,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,22,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,23,6.94,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,24,2.96,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,25,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,26,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,27,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,28,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,29,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,30,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,31,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,32,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,33,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,34,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,35,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,36,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,37,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,38,2.96,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,39,6.94,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,40,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,41,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,42,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,43,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,44,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,45,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,46,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,47,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,48,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,49,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,50,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,51,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,52,4.98,OFFICE FURNITURE,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,53,6.94,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,54,2.96,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,55,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,56,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,57,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,58,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,59,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,60,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,61,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,62,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,63,6.94,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,64,2.96,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,65,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,66,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,67,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,68,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,69,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,70,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,71,1.48,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,72,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,73,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,74,3.47,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,75,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,76,0.99,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
800063216,*THOMAS KNEALE & CO LTD,TK110667,77,10.89,CLOTHING,06/08/2015,,Operations Fire Stations,Furniture
